10-16 16:39,SOLUSDT,21.0,197.99,197.79,-4.200000000000358
10-16 16:39,SOLUSDT,21.0,198.0,197.59,-8.609999999999928
10-16 16:40,SOLUSDT,21.0,198.0,198.0,0.0
